CountryCode,CountryName,IndicatorName,OriginalIndicatorName,Year,Value,Zone
IDN,Indonesia,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,129.469,Infrastructure
IND,India,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,75.3793,Infrastructure
DEU,Germany,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,117.401,Infrastructure
FRA,France,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,102.718,Infrastructure
CHN,China,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,92.5401,Infrastructure
CAN,Canada,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,82.7674,Infrastructure
BRA,Brazil,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,127.836,Infrastructure
AUS,Australia,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,107.608,Infrastructure
ARG,Argentina,Mobile_Subscriptions_Per100,Mobile cellular subscriptions (per 100 people),2015,142.241,Infrastructure
USA,United States,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,100.299911499023,Education
GBR,United Kingdom,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,100.204040527344,Education
TUR,Turkiye,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,107.29418182373,Education
ZAF,South Africa,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,107.31211891045,Education
SAU,Saudi Arabia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,101.594836340679,Education
RUS,Russian Federation,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,98.3827760103169,Education
MEX,Mexico,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,106.963432312012,Education
KOR,"Korea, Rep.",Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,100.062088012695,Education
JPN,Japan,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,102.41911315918,Education
ITA,Italy,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,100.37190246582,Education
IDN,Indonesia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,107.983525766989,Education
IND,India,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,113.541786193848,Education
DEU,Germany,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,102.702461242676,Education
FRA,France,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,101.989639282227,Education
CHN,China,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,96.340011477005,Education
CAN,Canada,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,99.8602600097656,Education
BRA,Brazil,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,109.152191162109,Education
AUS,Australia,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,101.665489196777,Education
ARG,Argentina,Primary_Enrollment_Pct,"School enrollment, primary (% gross)",2015,112.936653137207,Education
USA,United States,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,97.6525497436523,Education
GBR,United Kingdom,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,125.97688293457,Education
TUR,Turkiye,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,107.243186950684,Education
ZAF,South Africa,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,104.622812990742,Education
SAU,Saudi Arabia,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,102.979200639837,Education
RUS,Russian Federation,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,96.3292563031308,Education
MEX,Mexico,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,100.982269287109,Education
KOR,"Korea, Rep.",Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,98.5931930541992,Education
JPN,Japan,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,102.200416564941,Education
ITA,Italy,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,101.228088378906,Education
IDN,Indonesia,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,87.8423207929976,Education
IND,India,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,74.6113662719727,Education
DEU,Germany,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,102.192413330078,Education
FRA,France,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,103.396041870117,Education
CHN,China,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,,Education
CAN,Canada,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,111.737281799316,Education
BRA,Brazil,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,100.920516967773,Education
AUS,Australia,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,159.110763549805,Education
ARG,Argentina,Secondary_Enrollment_Pct,"School enrollment, secondary (% gross)",2015,107.504867553711,Education
USA,United States,Population_Total,"Population, total",2015,321815121.0,Demographics
GBR,United Kingdom,Population_Total,"Population, total",2015,65088000.0,Demographics
TUR,Turkiye,Population_Total,"Population, total",2015,78218479.0,Demographics
ZAF,South Africa,Population_Total,"Population, total",2015,56723537.0,Demographics
SAU,Saudi Arabia,Population_Total,"Population, total",2015,29816382.0,Demographics
RUS,Russian Federation,Population_Total,"Population, total",2015,144640716.0,Demographics
MEX,Mexico,Population_Total,"Population, total",2015,121072306.0,Demographics
KOR,"Korea, Rep.",Population_Total,"Population, total",2015,51014947.0,Demographics
JPN,Japan,Population_Total,"Population, total",2015,127141000.0,Demographics
ITA,Italy,Population_Total,"Population, total",2015,60229605.0,Demographics
IDN,Indonesia,Population_Total,"Population, total",2015,261799249.0,Demographics
IND,India,Population_Total,"Population, total",2015,1328024498.0,Demographics
DEU,Germany,Population_Total,"Population, total",2015,81686611.0,Demographics
FRA,France,Population_Total,"Population, total",2015,66548272.0,Demographics
CHN,China,Population_Total,"Population, total",2015,1379860000.0,Demographics
CAN,Canada,Population_Total,"Population, total",2015,35704498.0,Demographics
BRA,Brazil,Population_Total,"Population, total",2015,201675532.0,Demographics
AUS,Australia,Population_Total,"Population, total",2015,23815995.0,Demographics
ARG,Argentina,Population_Total,"Population, total",2015,43477012.0,Demographics
USA,United States,Urban_Population_Pct,Urban population (% of total population),2015,80.5707989535091,Demographics
GBR,United Kingdom,Urban_Population_Pct,Urban population (% of total population),2015,81.8243772295647,Demographics
TUR,Turkiye,Urban_Population_Pct,Urban population (% of total population),2015,87.2167107972537,Demographics
ZAF,South Africa,Urban_Population_Pct,Urban population (% of total population),2015,63.2096349937231,Demographics
SAU,Saudi Arabia,Urban_Population_Pct,Urban population (% of total population),2015,82.9562773406163,Demographics
RUS,Russian Federation,Urban_Population_Pct,Urban population (% of total population),2015,74.275919065527,Demographics
MEX,Mexico,Urban_Population_Pct,Urban population (% of total population),2015,77.1903854182753,Demographics
KOR,"Korea, Rep.",Urban_Population_Pct,Urban population (% of total population),2015,81.639489860678,Demographics
JPN,Japan,Urban_Population_Pct,Urban population (% of total population),2015,91.3532644103625,Demographics
ITA,Italy,Urban_Population_Pct,Urban population (% of total population),2015,69.6100006103516,Demographics
IDN,Indonesia,Urban_Population_Pct,Urban population (% of total population),2015,53.1720771789551,Demographics
IND,India,Urban_Population_Pct,Urban population (% of total population),2015,32.5472990022299,Demographics
DEU,Germany,Urban_Population_Pct,Urban population (% of total population),2015,80.6974371632814,Demographics
FRA,France,Urban_Population_Pct,Urban population (% of total population),2015,77.7610919150066,Demographics
CHN,China,Urban_Population_Pct,Urban population (% of total population),2015,57.3297843933105,Demographics
CAN,Canada,Urban_Population_Pct,Urban population (% of total population),2015,81.2465670276699,Demographics
BRA,Brazil,Urban_Population_Pct,Urban population (% of total population),2015,85.6935697061881,Demographics
AUS,Australia,Urban_Population_Pct,Urban population (% of total population),2015,86.8778642539361,Demographics
ARG,Argentina,Urban_Population_Pct,Urban population (% of total population),2015,91.4923019108628,Demographics
USA,United States,Life_Expectancy,"Life expectancy at birth, total (years)",2016,78.5390243902439,Health
GBR,United Kingdom,Life_Expectancy,"Life expectancy at birth, total (years)",2016,81.1560975609756,Health
TUR,Turkiye,Life_Expectancy,"Life expectancy at birth, total (years)",2016,76.595,Health
ZAF,South Africa,Life_Expectancy,"Life expectancy at birth, total (years)",2016,64.749,Health
SAU,Saudi Arabia,Life_Expectancy,"Life expectancy at birth, total (years)",2016,78.354,Health
RUS,Russian Federation,Life_Expectancy,"Life expectancy at birth, total (years)",2016,71.6512195121951,Health
MEX,Mexico,Life_Expectancy,"Life expectancy at birth, total (years)",2016,74.376,Health
KOR,"Korea, Rep.",Life_Expectancy,"Life expectancy at birth, total (years)",2016,82.2756097560976,Health
JPN,Japan,Life_Expectancy,"Life expectancy at birth, total (years)",2016,83.9848780487805,Health
ITA,Italy,Life_Expectancy,"Life expectancy at birth, total (years)",2016,83.2439024390244,Health
IDN,Indonesia,Life_Expectancy,"Life expectancy at birth, total (years)",2016,69.733,Health
IND,India,Life_Expectancy,"Life expectancy at birth, total (years)",2016,69.709,Health
DEU,Germany,Life_Expectancy,"Life expectancy at birth, total (years)",2016,80.990243902439,Health
FRA,France,Life_Expectancy,"Life expectancy at birth, total (years)",2016,82.5731707317073,Health
CHN,China,Life_Expectancy,"Life expectancy at birth, total (years)",2016,77.214,Health
CAN,Canada,Life_Expectancy,"Life expectancy at birth, total (years)",2016,81.94,Health
BRA,Brazil,Life_Expectancy,"Life expectancy at birth, total (years)",2016,75.081,Health
AUS,Australia,Life_Expectancy,"Life expectancy at birth, total (years)",2016,82.4487804878049,Health
ARG,Argentina,Life_Expectancy,"Life expectancy at birth, total (years)",2016,76.105,Health
USA,United States,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,5.7,Health
GBR,United Kingdom,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,3.8,Health
TUR,Turkiye,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,10.4,Health
ZAF,South Africa,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,28.4,Health
SAU,Saudi Arabia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,6.9,Health
RUS,Russian Federation,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,6.1,Health
MEX,Mexico,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,13.5,Health
KOR,"Korea, Rep.",Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,2.8,Health
JPN,Japan,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,2.0,Health
ITA,Italy,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,2.9,Health
IDN,Indonesia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,21.5,Health
IND,India,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,34.7,Health
DEU,Germany,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,3.3,Health
FRA,France,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,3.2,Health
CHN,China,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,7.6,Health
CAN,Canada,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,4.6,Health
BRA,Brazil,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,14.6,Health
AUS,Australia,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,3.2,Health
ARG,Argentina,Infant_Mortality,"Mortality rate, infant (per 1,000 live births)",2016,9.7,Health
USA,United States,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,18.0,Health
GBR,United Kingdom,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,9.0,Health
TUR,Turkiye,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,19.0,Health
ZAF,South Africa,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,141.0,Health
SAU,Saudi Arabia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,8.0,Health
RUS,Russian Federation,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,14.0,Health
MEX,Mexico,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,43.0,Health
KOR,"Korea, Rep.",Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,6.0,Health
JPN,Japan,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,5.0,Health
ITA,Italy,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,8.0,Health
IDN,Indonesia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,182.0,Health
IND,India,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,121.0,Health
DEU,Germany,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,4.0,Health
FRA,France,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,9.0,Health
CHN,China,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,25.0,Health
CAN,Canada,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,12.0,Health
BRA,Brazil,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,64.0,Health
AUS,Australia,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,6.0,Health
ARG,Argentina,Maternal_Mortality,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,40.0,Health
USA,United States,GDP_Current_USD,GDP (current US$),2016,18695110842000.0,Economy
GBR,United Kingdom,GDP_Current_USD,GDP (current US$),2016,2706807606538.73,Economy
TUR,Turkiye,GDP_Current_USD,GDP (current US$),2016,870818016909.84,Economy
ZAF,South Africa,GDP_Current_USD,GDP (current US$),2016,323585509674.481,Economy
SAU,Saudi Arabia,GDP_Current_USD,GDP (current US$),2016,689279466666.667,Economy
RUS,Russian Federation,GDP_Current_USD,GDP (current US$),2016,1276786350881.14,Economy
MEX,Mexico,GDP_Current_USD,GDP (current US$),2016,1112233497452.7,Economy
KOR,"Korea, Rep.",GDP_Current_USD,GDP (current US$),2016,1579150518945.44,Economy
JPN,Japan,GDP_Current_USD,GDP (current US$),2016,5003677627544.24,Economy
ITA,Italy,GDP_Current_USD,GDP (current US$),2016,1887111188176.93,Economy
IDN,Indonesia,GDP_Current_USD,GDP (current US$),2016,931877364037.698,Economy
IND,India,GDP_Current_USD,GDP (current US$),2016,2294796885663.16,Economy
DEU,Germany,GDP_Current_USD,GDP (current US$),2016,3536787895179.0,Economy
FRA,France,GDP_Current_USD,GDP (current US$),2016,2470407619777.13,Economy
CHN,China,GDP_Current_USD,GDP (current US$),2016,11456024084962.0,Economy
CAN,Canada,GDP_Current_USD,GDP (current US$),2016,1527994741907.43,Economy
BRA,Brazil,GDP_Current_USD,GDP (current US$),2016,1795693265999.04,Economy
AUS,Australia,GDP_Current_USD,GDP (current US$),2016,1211588128417.61,Economy
ARG,Argentina,GDP_Current_USD,GDP (current US$),2016,557532320662.955,Economy
USA,United States,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,57976.628204291,Economy
GBR,United Kingdom,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,44085.2025586772,Economy
TUR,Turkiye,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,26730.7599731835,Economy
ZAF,South Africa,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,13519.3235102376,Economy
SAU,Saudi Arabia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,49937.0668103808,Economy
RUS,Russian Federation,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,24012.40234375,Economy
MEX,Mexico,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,20104.5839787472,Economy
KOR,"Korea, Rep.",GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,41672.6278317077,Economy
JPN,Japan,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,40596.9686628995,Economy
ITA,Italy,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,40482.562999856,Economy
IDN,Indonesia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,10262.5951651871,Economy
IND,India,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,5800.48149366552,Economy
DEU,Germany,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,51569.9016841199,Economy
FRA,France,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,42880.2351355431,Economy
CHN,China,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,14157.2514988004,Economy
CAN,Canada,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,46470.6466391109,Economy
BRA,Brazil,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,14309.2061488342,Economy
AUS,Australia,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,47446.2103030951,Economy
ARG,Argentina,GDP_Per_Capita_PPP,"GDP per capita, PPP (current international $)",2016,20105.761359796,Economy
USA,United States,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.869,Economy
GBR,United Kingdom,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.867,Economy
TUR,Turkiye,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,10.899,Economy
ZAF,South Africa,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,26.536,Economy
SAU,Saudi Arabia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.6,Economy
RUS,Russian Federation,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.591,Economy
MEX,Mexico,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,3.853,Economy
KOR,"Korea, Rep.",Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,3.65,Economy
JPN,Japan,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,3.132,Economy
ITA,Italy,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,11.688,Economy
IDN,Indonesia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.301,Economy
IND,India,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,7.601,Economy
DEU,Germany,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.104,Economy
FRA,France,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,10.057,Economy
CHN,China,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.56,Economy
CAN,Canada,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,7.038,Economy
BRA,Brazil,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,11.58,Economy
AUS,Australia,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.711,Economy
ARG,Argentina,Unemployment_Rate,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,8.085,Economy
USA,United States,Trade_Pct_GDP,Trade (% of GDP),2016,26.6079620604584,Economy
GBR,United Kingdom,Trade_Pct_GDP,Trade (% of GDP),2016,59.8395315138259,Economy
TUR,Turkiye,Trade_Pct_GDP,Trade (% of GDP),2016,48.870183807987,Economy
ZAF,South Africa,Trade_Pct_GDP,Trade (% of GDP),2016,55.8612575048782,Economy
SAU,Saudi Arabia,Trade_Pct_GDP,Trade (% of GDP),2016,57.9216635110364,Economy
RUS,Russian Federation,Trade_Pct_GDP,Trade (% of GDP),2016,46.5181198396096,Economy
MEX,Mexico,Trade_Pct_GDP,Trade (% of GDP),2016,75.6903034088551,Economy
KOR,"Korea, Rep.",Trade_Pct_GDP,Trade (% of GDP),2016,69.8997221316919,Economy
JPN,Japan,Trade_Pct_GDP,Trade (% of GDP),2016,31.3102468455884,Economy
ITA,Italy,Trade_Pct_GDP,Trade (% of GDP),2016,54.4321467018313,Economy
IDN,Indonesia,Trade_Pct_GDP,Trade (% of GDP),2016,37.4213418023318,Economy
IND,India,Trade_Pct_GDP,Trade (% of GDP),2016,40.082485713276,Economy
DEU,Germany,Trade_Pct_GDP,Trade (% of GDP),2016,76.0059902166055,Economy
FRA,France,Trade_Pct_GDP,Trade (% of GDP),2016,63.3427564383351,Economy
CHN,China,Trade_Pct_GDP,Trade (% of GDP),2016,36.177170692978,Economy
CAN,Canada,Trade_Pct_GDP,Trade (% of GDP),2016,65.3636845215556,Economy
BRA,Brazil,Trade_Pct_GDP,Trade (% of GDP),2016,24.5336820770756,Economy
AUS,Australia,Trade_Pct_GDP,Trade (% of GDP),2016,40.813402217321,Economy
ARG,Argentina,Trade_Pct_GDP,Trade (% of GDP),2016,26.0938878488799,Economy
USA,United States,Forest_Area_Pct,Forest area (% of land area),2016,33.8997225447175,Environment
GBR,United Kingdom,Forest_Area_Pct,Forest area (% of land area),2016,13.0574959699087,Environment
TUR,Turkiye,Forest_Area_Pct,Forest area (% of land area),2016,28.104803606928,Environment
ZAF,South Africa,Forest_Area_Pct,Forest area (% of land area),2016,14.1751147895045,Environment
SAU,Saudi Arabia,Forest_Area_Pct,Forest area (% of land area),2016,0.454484134921779,Environment
RUS,Russian Federation,Forest_Area_Pct,Forest area (% of land area),2016,49.7726977132993,Environment
MEX,Mexico,Forest_Area_Pct,Forest area (% of land area),2016,34.0559942385349,Environment
KOR,"Korea, Rep.",Forest_Area_Pct,Forest area (% of land area),2016,64.8791145667716,Environment
JPN,Japan,Forest_Area_Pct,Forest area (% of land area),2016,68.4224965706447,Environment
ITA,Italy,Forest_Area_Pct,Forest area (% of land area),2016,31.6209699781549,Environment
IDN,Indonesia,Forest_Area_Pct,Forest area (% of land area),2016,50.7434545269582,Environment
IND,India,Forest_Area_Pct,Forest area (% of land area),2016,23.9116908102072,Environment
DEU,Germany,Forest_Area_Pct,Forest area (% of land area),2016,32.685482024273,Environment
FRA,France,Forest_Area_Pct,Forest area (% of land area),2016,31.3932646813248,Environment
CHN,China,Forest_Area_Pct,Forest area (% of land area),2016,22.6305120997506,Environment
CAN,Canada,Forest_Area_Pct,Forest area (% of land area),2016,38.7120133755838,Environment
BRA,Brazil,Forest_Area_Pct,Forest area (% of land area),2016,60.0710205859198,Environment
AUS,Australia,Forest_Area_Pct,Forest area (% of land area),2016,17.4254877132405,Environment
ARG,Argentina,Forest_Area_Pct,Forest area (% of land area),2016,10.6003968297469,Environment
USA,United States,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,9.3,Environment
GBR,United Kingdom,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,7.7,Environment
TUR,Turkiye,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,13.2,Environment
ZAF,South Africa,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,7.8,Environment
SAU,Saudi Arabia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,0.0,Environment
RUS,Russian Federation,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,3.4,Environment
MEX,Mexico,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,9.2,Environment
KOR,"Korea, Rep.",Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,2.6,Environment
JPN,Japan,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,6.4,Environment
ITA,Italy,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,16.1,Environment
IDN,Indonesia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,27.8,Environment
IND,India,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,33.0,Environment
DEU,Germany,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,14.2,Environment
FRA,France,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,14.2,Environment
CHN,China,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,12.6,Environment
CAN,Canada,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,22.1,Environment
BRA,Brazil,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,45.4,Environment
AUS,Australia,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,9.6,Environment
ARG,Argentina,Renewable_Energy_Pct,Renewable energy consumption (% of total final energy consumption),2016,9.4,Environment
USA,United States,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
GBR,United Kingdom,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
TUR,Turkiye,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
ZAF,South Africa,Electricity_Access_Pct,Access to electricity (% of population),2016,83.9,Infrastructure
SAU,Saudi Arabia,Electricity_Access_Pct,Access to electricity (% of population),2016,99.9,Infrastructure
RUS,Russian Federation,Electricity_Access_Pct,Access to electricity (% of population),2016,99.4,Infrastructure
MEX,Mexico,Electricity_Access_Pct,Access to electricity (% of population),2016,99.5,Infrastructure
KOR,"Korea, Rep.",Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
JPN,Japan,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
ITA,Italy,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
IDN,Indonesia,Electricity_Access_Pct,Access to electricity (% of population),2016,97.6,Infrastructure
IND,India,Electricity_Access_Pct,Access to electricity (% of population),2016,89.6,Infrastructure
DEU,Germany,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
FRA,France,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
CHN,China,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
CAN,Canada,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
BRA,Brazil,Electricity_Access_Pct,Access to electricity (% of population),2016,99.7,Infrastructure
AUS,Australia,Electricity_Access_Pct,Access to electricity (% of population),2016,100.0,Infrastructure
ARG,Argentina,Electricity_Access_Pct,Access to electricity (% of population),2016,99.9,Infrastructure
USA,United States,Internet_Users_Pct,Individuals using the Internet (% of population),2016,85.5444,Infrastructure
GBR,United Kingdom,Internet_Users_Pct,Individuals using the Internet (% of population),2016,94.7758,Infrastructure
TUR,Turkiye,Internet_Users_Pct,Individuals using the Internet (% of population),2016,58.3477,Infrastructure
ZAF,South Africa,Internet_Users_Pct,Individuals using the Internet (% of population),2016,54.0,Infrastructure
SAU,Saudi Arabia,Internet_Users_Pct,Individuals using the Internet (% of population),2016,74.8793,Infrastructure
RUS,Russian Federation,Internet_Users_Pct,Individuals using the Internet (% of population),2016,73.0914,Infrastructure
MEX,Mexico,Internet_Users_Pct,Individuals using the Internet (% of population),2016,59.5404,Infrastructure
KOR,"Korea, Rep.",Internet_Users_Pct,Individuals using the Internet (% of population),2016,92.843,Infrastructure
JPN,Japan,Internet_Users_Pct,Individuals using the Internet (% of population),2016,93.1827,Infrastructure
