Country,series,Country,Series,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TUR,SE.PRM.ENRR,Turkiye,"School enrollment, primary (% gross)",104.570068359375,105.751289367676,104.708396911621,114.724349975586,111.935722351074,107.29418182373,105.28328704834,97.4918975830078,100.931251525879,103.962959289551,103.296417236328,102.596397399902,102.487701416016,,
ZAF,SE.PRM.ENRR,South Africa,"School enrollment, primary (% gross)",103.439766353826,104.046046582293,104.707209964618,104.091085183075,104.198023633162,107.31211891045,103.418217474354,101.580084478322,100.424313489355,101.120463910543,101.300342707463,101.741377795018,102.402386766287,101.772235793474,
SAU,SE.PRM.ENRR,Saudi Arabia,"School enrollment, primary (% gross)",128.086135732352,128.024230557425,129.348001204547,99.3784710993113,100.7677674866,101.594836340679,103.42068748908,106.381546527147,105.80186450639,102.737519761619,103.151902576284,100.895579929087,102.13902539092,,103.984471859469
RUS,SE.PRM.ENRR,Russian Federation,"School enrollment, primary (% gross)",,96.133405106655,97.262229693837,96.9484148725836,97.4962712179576,98.3827760103169,98.3341307364642,100.767602587422,102.018364437962,101.832335105065,101.731047648404,100.890349270112,100.122558846483,97.7462041476013,
MEX,SE.PRM.ENRR,Mexico,"School enrollment, primary (% gross)",110.995216369629,111.058860778809,111.073516845703,110.109268188477,108.573143005371,106.963432312012,106.391220092773,105.797607421875,105.188163757324,105.095039367676,104.517730712891,103.358810424805,102.004783630371,101.420753479004,
KOR,SE.PRM.ENRR,"Korea, Rep.","School enrollment, primary (% gross)",100.80436706543,100.998878479004,101.147590637207,100.268768310547,99.4568099975586,100.062088012695,99.7160110473633,98.6247100830078,98.6656723022461,99.6388168334961,99.217903137207,98.6079330444336,99.0050201416016,100.301467895508,
JPN,SE.PRM.ENRR,Japan,"School enrollment, primary (% gross)",,,,102.255889892578,102.415283203125,102.41911315918,102.216911315918,102.254829406738,102.099906921387,102.652282714844,102.736831665039,102.218322753906,102.158706665039,102.496421813965,
ITA,SE.PRM.ENRR,Italy,"School enrollment, primary (% gross)",100.804321289062,100.302833557129,100.028991699219,101.111892700195,100.752258300781,100.37190246582,99.8127670288086,102.803092956543,102.894989013672,102.959373474121,102.636672973633,101.089881896973,101.56453704834,103.566017150879,
IDN,SE.PRM.ENRR,Indonesia,"School enrollment, primary (% gross)",113.010775075983,114.684137554242,115.201069565404,111.656675108204,109.659608599994,107.983525766989,105.922391949136,104.382521256166,103.299542869882,101.264685825869,100.951933675872,100.309665446849,98.7008730463611,98.1566275726904,100.036318150714
IND,SE.PRM.ENRR,India,"School enrollment, primary (% gross)",112.218696594238,110.07893371582,112.384407043457,114.29369354248,112.359672546387,113.541786193848,119.987350463867,118.321411132812,101.438321198289,99.9135279872897,102.041421630559,103.202010704334,112.073964742492,113.164575709104,120.520368565055
DEU,SE.PRM.ENRR,Germany,"School enrollment, primary (% gross)",104.337593078613,104.415718078613,104.140548706055,103.638671875,102.62181854248,102.702461242676,101.406066894531,101.738708496094,102.645378112793,102.547470092773,101.996658325195,101.346549987793,100.218132019043,102.190689086914,
FRA,SE.PRM.ENRR,France,"School enrollment, primary (% gross)",102.761512756348,102.691101074219,102.523162841797,102.276443481445,101.280349731445,101.989639282227,102.260429382324,102.417221069336,102.464408874512,102.447647094727,102.651626586914,102.580406188965,102.709487915039,103.265121459961,
CHN,SE.PRM.ENRR,China,"School enrollment, primary (% gross)",104.181700271,103.329573551865,103.181119624843,101.231978727477,96.8963827081444,96.340011477005,96.8787921899343,97.5379880463436,97.8103054615567,97.8174906065295,98.7860625918346,99.2294555866603,100.09807464465,99.1718634239571,99.644962886981
CAN,SE.PRM.ENRR,Canada,"School enrollment, primary (% gross)",99.1343688964844,98.5625991821289,99.4907531738281,99.3867797851562,99.5252914428711,99.8602600097656,98.5500411987305,98.6322402954102,98.6617813110352,97.1875534057617,96.9089736938477,95.229621887207,94.7449798583984,94.9523391723633,
BRA,SE.PRM.ENRR,Brazil,"School enrollment, primary (% gross)",,,104.7822265625,109.945137023926,110.316467285156,109.152191162109,108.757843017578,109.80850982666,108.623291015625,107.40747833252,105.498199462891,103.4716796875,103.970321655273,,
AUS,SE.PRM.ENRR,Australia,"School enrollment, primary (% gross)",105.488502502441,105.274879455566,105.669723510742,105.802581787109,105.461601257324,101.665489196777,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859,99.9291534423828,99.1329879760742,99.3657531738281,
ARG,SE.PRM.ENRR,Argentina,"School enrollment, primary (% gross)",118.128196716309,117.372833251953,116.43643951416,114.421348571777,113.873519897461,112.936653137207,111.654647827148,109.879669189453,109.305458068848,109.338218688965,108.504623413086,108.139617919922,106.759826660156,102.535244031037,
USA,SE.SEC.ENRR,United States,"School enrollment, secondary (% gross)",,,,96.1864929199219,96.9245376586914,97.6525497436523,98.7699279785156,98.9523391723633,99.2755813598633,100.063430786133,100.509819030762,101.192489624023,97.4734878540039,,
GBR,SE.SEC.ENRR,United Kingdom,"School enrollment, secondary (% gross)",103.46118927002,94.1645431518555,92.5110778808594,125.997467041016,128.713027954102,125.97688293457,,125.511840820312,119.994140625,117.085289001465,114.566833496094,113.681282043457,113.257041931152,112.403617858887,
TUR,SE.SEC.ENRR,Turkiye,"School enrollment, secondary (% gross)",84.2024002075195,87.80322265625,85.0204315185547,102.209701538086,105.97550201416,107.243186950684,108.547561645508,112.977333068848,112.115409851074,111.910400390625,112.527458190918,114.147331237793,116.040176391602,,
ZAF,SE.SEC.ENRR,South Africa,"School enrollment, secondary (% gross)",86.5922045596808,88.9442291259766,92.1625137329102,,101.163200378418,104.622812990742,103.855987548828,105.623168945312,101.399612936693,103.78912033531,103.501178102472,106.443303990911,104.535066506498,104.133480684239,
SAU,SE.SEC.ENRR,Saudi Arabia,"School enrollment, secondary (% gross)",,,,93.0168905157466,98.8496091524944,102.979200639837,105.491550199825,106.244903966787,106.376211565111,104.048257824894,104.411027399625,104.280975297041,122.158039993668,,110.66346516974
RUS,SE.SEC.ENRR,Russian Federation,"School enrollment, secondary (% gross)",,94.5758904929741,95.5384826756866,95.9993761959632,95.6056322692131,96.3292563031308,95.8434944997854,97.5206298303399,99.1831046517789,100.471744682473,91.5812884026933,92.171155276901,92.7729443625069,92.4840470838527,
MEX,SE.SEC.ENRR,Mexico,"School enrollment, secondary (% gross)",87.2729263305664,88.3800888061523,90.6936187744141,93.2623062133789,97.3196868896484,100.982269287109,102.871368408203,105.11018371582,105.964653015137,105.515609741211,102.58154296875,98.3202514648438,98.3576583862305,102.055458068848,
KOR,SE.SEC.ENRR,"Korea, Rep.","School enrollment, secondary (% gross)",97.2930603027344,97.5294189453125,97.3674163818359,97.8287506103516,98.5806732177734,98.5931930541992,98.7179565429688,99.105583190918,99.3186569213867,98.3813018798828,97.0888214111328,98.0692291259766,97.8181304931641,96.2983932495117,
JPN,SE.SEC.ENRR,Japan,"School enrollment, secondary (% gross)",,,,101.781173706055,101.813980102539,102.200416564941,101.167999267578,101.882888793945,102.425148010254,102.670066833496,102.844802856445,102.155380249023,102.337966918945,102.344436645508,
ITA,SE.SEC.ENRR,Italy,"School enrollment, secondary (% gross)",101.401161193848,101.59642791748,100.449836730957,100.973121643066,101.121726989746,101.228088378906,100.742958068848,101.01001739502,101.526412963867,101.74178314209,101.836128234863,101.834869384766,101.353858947754,100.678756713867,
IDN,SE.SEC.ENRR,Indonesia,"School enrollment, secondary (% gross)",75.6519088745117,78.1330718994141,80.0926818847656,81.8896974781343,83.5559949258569,87.8423207929976,87.8191791728036,90.9455391241064,92.8120739600443,94.9467044891028,96.9345779132931,97.8441479813619,97.8167602714893,96.0002120295081,98.836444459078
IND,SE.SEC.ENRR,India,"School enrollment, secondary (% gross)",64.9475936889648,67.1251678466797,69.8089599609375,69.4771270751953,74.8887023925781,74.6113662719727,75.9372863769531,74.6743774414062,76.0025787353516,75.8716506958008,77.9766433254166,80.8355715539317,81.6558464317379,79.3250397483992,78.1058073224606
DEU,SE.SEC.ENRR,Germany,"School enrollment, secondary (% gross)",104.891357421875,105.34651184082,104.442237854004,103.935333251953,103.303871154785,102.192413330078,100.852310180664,101.095642089844,100.837303161621,101.152557373047,101.307800292969,101.203536987305,100.81729888916,100.603057861328,
FRA,SE.SEC.ENRR,France,"School enrollment, secondary (% gross)",106.424942016602,106.610641479492,105.813583374023,104.376602172852,103.425827026367,103.396041870117,103.308097839355,103.756080627441,103.773330688477,104.07689666748,104.566566467285,104.522842407227,104.316436767578,103.962417602539,
CHN,SE.SEC.ENRR,China,"School enrollment, secondary (% gross)",90.7829173331445,92.0329425203903,92.2603063015232,,,,,,,,,,,,
CAN,SE.SEC.ENRR,Canada,"School enrollment, secondary (% gross)",102.510261535645,102.823951721191,110.873832702637,111.407608032227,111.68155670166,111.737281799316,111.607330322266,111.974517822266,111.833679199219,110.980072021484,109.628059387207,108.337341308594,107.479377746582,104.287643432617,
BRA,SE.SEC.ENRR,Brazil,"School enrollment, secondary (% gross)",,,94.3209762573242,103.917686462402,102.635528564453,100.920516967773,102.56950378418,103.015960693359,105.00707244873,103.953277587891,104.125999450684,106.651893615723,106.031188964844,,
AUS,SE.SEC.ENRR,Australia,"School enrollment, secondary (% gross)",,,,,,159.110763549805,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,133.277267456055,134.099243164062,
ARG,SE.SEC.ENRR,Argentina,"School enrollment, secondary (% gross)",99.0709991455078,100.884559631348,102.709991455078,104.540863037109,106.038902282715,107.504867553711,109.598327636719,110.377799987793,109.671241760254,110.460151672363,112.376731872559,115.735778808594,114.14811706543,105.574584297051,
USA,SP.POP.TOTL,United States,"Population, total",309378227.0,311839461.0,314339099.0,316726282.0,319257560.0,321815121.0,324353340.0,326608609.0,328529577.0,330226227.0,331577720.0,332099760.0,334017321.0,336806231.0,340110988.0
GBR,SP.POP.TOTL,United Kingdom,"Population, total",62766365.0,63258810.0,63711000.0,64139000.0,64620000.0,65088000.0,65607000.0,65966000.0,66289000.0,66631000.0,66744000.0,66984000.0,67604000.0,68492000.0,69226000.0
TUR,SP.POP.TOTL,Turkiye,"Population, total",73142150.0,74223629.0,75175827.0,76147624.0,77181884.0,78218479.0,79277962.0,80312698.0,81407204.0,82579440.0,83384680.0,84147318.0,84979913.0,85325965.0,85518661.0
ZAF,SP.POP.TOTL,South Africa,"Population, total",52344051.0,52995205.0,53782567.0,54678791.0,55594838.0,56723537.0,57259551.0,57635162.0,58613001.0,59587885.0,60562381.0,61502603.0,62378410.0,63212384.0,64007187.0
SAU,SP.POP.TOTL,Saudi Arabia,"Population, total",23978487.0,25091867.0,26168861.0,27624004.0,28309273.0,29816382.0,30954198.0,30977355.0,30196281.0,30063799.0,31552510.0,30784383.0,32175224.0,33702731.0,35300280.0
RUS,SP.POP.TOTL,Russian Federation,"Population, total",142849468.0,143018195.0,143378447.0,143805638.0,144237223.0,144640716.0,145015460.0,145293260.0,145398106.0,145453291.0,145245148.0,144746762.0,144236933.0,143826130.0,143533851.0
MEX,SP.POP.TOTL,Mexico,"Population, total",113623895.0,115243504.0,116818208.0,118343573.0,119784261.0,121072306.0,122251351.0,123400057.0,124573711.0,125762982.0,126799054.0,127648148.0,128613117.0,129739759.0,130861007.0
KOR,SP.POP.TOTL,"Korea, Rep.","Population, total",49554112.0,49936638.0,50199853.0,50428893.0,50746659.0,51014947.0,51217803.0,51361911.0,51585058.0,51764822.0,51836239.0,51769539.0,51672569.0,51712619.0,51751065.0
JPN,SP.POP.TOTL,Japan,"Population, total",128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,126261000.0,125681593.0,125124989.0,124516650.0,123975371.0
ITA,SP.POP.TOTL,Italy,"Population, total",59819407.0,60026841.0,60191247.0,60311613.0,60320707.0,60229605.0,60115223.0,60002252.0,60148658.0,59729081.0,59438851.0,59133173.0,59013667.0,58984216.0,58952704.0
IDN,SP.POP.TOTL,Indonesia,"Population, total",246305322.0,249470032.0,252698525.0,255852467.0,258877399.0,261799249.0,264627418.0,267346658.0,269951846.0,272489381.0,274814866.0,276758053.0,278830529.0,281190067.0,283487931.0
IND,SP.POP.TOTL,India,"Population, total",1243481564.0,1261224954.0,1278674502.0,1295829511.0,1312277191.0,1328024498.0,1343944296.0,1359657400.0,1374659064.0,1389030312.0,1402617695.0,1414203896.0,1425423212.0,1438069596.0,1450935791.0
DEU,SP.POP.TOTL,Germany,"Population, total",81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,83160871.0,83196078.0,83177813.0,83287273.0,83516593.0
FRA,SP.POP.TOTL,France,"Population, total",65026211.0,65340830.0,65657659.0,65997932.0,66312067.0,66548272.0,66724104.0,66918020.0,67158348.0,67382061.0,67601110.0,67842811.0,68184457.0,68372286.0,68551653.0
CHN,SP.POP.TOTL,China,"Population, total",1337705000.0,1345035000.0,1354190000.0,1363240000.0,1371860000.0,1379860000.0,1387790000.0,1396215000.0,1402760000.0,1407745000.0,1411100000.0,1412360000.0,1412175000.0,1410710000.0,1408975000.0
CAN,SP.POP.TOTL,Canada,"Population, total",34005902.0,34339221.0,34713395.0,35080992.0,35434066.0,35704498.0,36110803.0,36545075.0,37072620.0,37618495.0,38028638.0,38239864.0,38935934.0,40083484.0,41288599.0
BRA,SP.POP.TOTL,Brazil,"Population, total",193701929.0,195284734.0,196876111.0,198478299.0,200085127.0,201675532.0,203218114.0,204703445.0,206107261.0,207455459.0,208660842.0,209550294.0,210306415.0,211140729.0,211998573.0
AUS,SP.POP.TOTL,Australia,"Population, total",22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24592588.0,24963258.0,25334826.0,25649248.0,25685412.0,26018721.0,26659922.0,27196812.0
ARG,SP.POP.TOTL,Argentina,"Population, total",41288694.0,41730660.0,42161721.0,42582455.0,43024071.0,43477012.0,43900313.0,44288894.0,44654882.0,44973465.0,45191965.0,45312281.0,45407904.0,45538401.0,45696159.0
USA,SP.URB.TOTL.IN.ZS,United States,Urban population (% of total population),80.6997744673366,80.6957554256024,80.6837493386238,80.660889281215,80.6242231779766,80.5707989535091,80.4976645324131,80.4018678392891,80.2804567987377,80.1304793353594,79.997451762548,80.0074765140272,80.0324978239707,80.071561119178,80.1247798047184
GBR,SP.URB.TOTL.IN.ZS,United Kingdom,Urban population (% of total population),80.995165116277,81.1359685592627,81.2905667759508,81.4573768694887,81.6355750750722,81.8243772295647,82.0229991698295,82.23065673273,82.4465657551295,82.6699420738913,82.9000015258789,82.9886431523641,83.0753982997505,83.1601932891335,83.2429544416085
TUR,SP.URB.TOTL.IN.ZS,Turkiye,Urban population (% of total population),69.3471253941487,71.0028723528334,73.7788680234324,78.5218368384696,83.6024850744433,87.2167107972537,88.1020958581776,88.0320472717286,88.1655749576173,88.6618152857124,88.9303114965222,89.1762048153239,89.0381164550781,89.0218446796121,89.3443122873887
ZAF,SP.URB.TOTL.IN.ZS,South Africa,Urban population (% of total population),62.6299120560569,62.850627754452,62.9616560303263,63.0524024097034,63.1352327065742,63.2096349937231,63.2750973439347,63.3311078299936,63.3771545246841,63.4127255007908,63.4373088310982,63.4503925883909,63.4766699210327,63.5823705163545,63.6917984858172
SAU,SP.URB.TOTL.IN.ZS,Saudi Arabia,Urban population (% of total population),82.0791668544465,82.2543876159947,82.4311918025358,82.6071884619102,82.7822571294871,82.9562773406163,83.129128630626,83.300690534822,83.4708425884849,83.6394643268678,83.8064352851942,83.9716349986538,84.1349430023993,84.2962388315415,84.4554020211443
RUS,SP.URB.TOTL.IN.ZS,Russian Federation,Urban population (% of total population),73.6696307887624,73.8534851074219,73.97265625,74.0762949770228,74.1776476748791,74.275919065527,74.3703138709243,74.460036813029,74.5442926137992,74.6222859951926,74.6932216791674,74.7516840220252,74.8544893625017,74.9805047873279,75.1119136177067
MEX,SP.URB.TOTL.IN.ZS,Mexico,Urban population (% of total population),76.5244441414713,76.5667802279537,76.6585199140734,76.7955768077952,76.9741367091766,77.1903854182753,77.4405087351486,77.7206924598541,78.0271223924494,78.355984332992,78.677960602824,78.9324007418057,79.199683215791,79.4734935748046,79.7538805976118
KOR,SP.URB.TOTL.IN.ZS,"Korea, Rep.",Urban population (% of total population),81.9685075986486,81.9615408086376,81.9087898200378,81.8269383502703,81.7315682816954,81.639489860678,81.5559241797057,81.471030429984,81.3823523035196,81.2901063535619,81.1759595622913,81.1616526507785,81.1624941626873,81.1645551720421,81.1682528469686
JPN,SP.URB.TOTL.IN.ZS,Japan,Urban population (% of total population),90.6228586840649,90.8631654434251,91.0265277326652,91.1516595654317,91.2548945132333,91.3532644103625,91.4541254852142,91.5498419685883,91.6377318609728,91.7164207898107,91.7809926267889,91.8741049279527,91.9776532428406,92.0826903891473,92.1901718034531
ITA,SP.URB.TOTL.IN.ZS,Italy,Urban population (% of total population),68.2163741829857,68.4015073889511,68.7608794235259,69.3073989916076,69.5807638614879,69.6100006103516,69.5969232525286,69.5180784259382,69.4800033569336,69.5050010681153,69.5187492370606,69.4812507629394,69.4839779766539,69.5381540123301,69.6047535143071
IDN,SP.URB.TOTL.IN.ZS,Indonesia,Urban population (% of total population),49.8521375148888,50.4830017089844,51.1593933105469,51.8307495117188,52.5002136230469,53.1720771789551,53.812557220459,54.4541015625,55.0956840515137,55.7382049560547,56.2785287648768,56.8761702464027,57.4934704226599,58.1179353397878,58.7509635387997
IND,SP.URB.TOTL.IN.ZS,India,Urban population (% of total population),30.9042190810094,31.2746502853309,31.5898935604399,31.9096789235237,32.2288233408821,32.5472990022299,32.8650780972823,33.1821328157539,33.4984353473598,33.8139578818147,34.1286726088333,34.4425517181304,34.7555673994206,35.0676918424186,35.3788972368389
DEU,SP.URB.TOTL.IN.ZS,Germany,Urban population (% of total population),80.305702559949,80.3405762928198,80.393447520218,80.4732318400362,80.57574023743,80.6974371632814,80.8347870684725,80.9842544038853,81.1423036204018,81.3053991689039,81.4700055002738,81.6325870653934,81.7867852780995,81.9034366692129,82.0211432579125
FRA,SP.URB.TOTL.IN.ZS,France,Urban population (% of total population),77.0962844808803,77.1182717387509,77.1669464919916,77.2440721470918,77.3524296788613,77.7610919150066,78.5999114705779,78.6467804026368,78.6714432536599,78.6890784549356,78.7119131765249,78.7364603392338,78.7591921123356,78.7804323126547,78.7999750964116
CHN,SP.URB.TOTL.IN.ZS,China,Urban population (% of total population),49.2340270628041,51.8300285339355,53.1003112792969,54.4900016784668,55.7502555847168,57.3297843933105,58.8399238586426,60.2402687072754,61.5001983642578,62.7099151611328,63.5234230266258,64.721076965332,65.2176361083984,65.5301448035523,65.8946980998325
CAN,SP.URB.TOTL.IN.ZS,Canada,Urban population (% of total population),81.0120892252937,81.1031425434213,81.1513483248791,81.183439957458,81.211183161556,81.2465670276699,81.3023011093703,81.4018945832226,81.5500341646653,81.7363672047941,81.9509888710566,82.1779279079275,82.3500897353968,82.5250564408346,82.7002565766633
BRA,SP.URB.TOTL.IN.ZS,Brazil,Urban population (% of total population),84.343846036308,84.6225758599683,84.8973874181312,85.1676585442726,85.4331367898168,85.6935697061881,85.9487048448108,86.1982897571091,86.4420719945072,86.6797991084296,86.9112186503004,87.1360781715439,87.349556243881,87.6159710235763,87.8958549533146
AUS,SP.URB.TOTL.IN.ZS,Australia,Urban population (% of total population),86.2198600512143,86.3268946146423,86.4451259136625,86.5740515760243,86.7221289343356,86.8778642539361,87.0166295249235,87.12809266445,87.2267680845925,87.3019647888406,87.2713470458985,87.2353407632761,87.3343268253813,87.4866955653765,87.6021469990446
ARG,SP.URB.TOTL.IN.ZS,Argentina,Urban population (% of total population),90.9930051940977,91.1072286738406,91.2041217246797,91.3014507719473,91.3975345472954,91.4923019108628,91.5856817228217,91.6776028433824,91.7679941327998,91.8567844513802,91.9439026594897,92.0292776175651,92.112838186126,92.1945132257907,92.2742315972952
